	time	range_hot	range_hot_high	range_hot_low	range_cold	range_cold_high	range_cold_low
450	2900	99.0	99.0	98.0	50.0	50.0	50.0
451	2902	99.0	99.0	99.0	50.0	50.0	50.0
452	2904	99.0	99.0	99.0	50.0	50.0	50.0
453	2906	99.0	99.0	99.0	50.0	50.0	50.0
454	2908	99.0	99.0	99.0	50.0	50.0	50.0
455	2910	99.0	99.0	99.0	50.0	50.0	50.0
456	2912	99.0	100.0	99.0	50.0	50.0	50.0
457	2914	99.0	100.0	99.0	50.0	50.0	50.0
458	2916	99.0	100.0	99.0	50.0	50.0	50.0
459	2918	99.0	99.25	99.0	50.0	50.0	50.0
460	2920	99.0	99.25	99.0	50.0	50.0	50.0
461	2922	99.0	100.0	99.0	50.0	50.0	50.0
462	2924	99.0	100.0	99.0	50.0	50.0	50.0
463	2926	99.0	99.25	99.0	50.0	50.0	50.0
464	2928	99.0	99.0	99.0	50.0	50.0	50.0
465	2930	99.0	99.0	99.0	50.0	50.0	50.0
466	2932	99.0	99.0	99.0	50.0	50.0	50.0
467	2934	99.0	99.0	99.0	50.0	50.0	50.0
468	2936	99.0	99.0	99.0	50.0	50.0	50.0
469	2938	99.0	100.0	99.0	50.0	50.0	50.0
470	2940	99.0	99.25	99.0	50.0	50.0	50.0
471	2942	99.0	99.25	99.0	50.0	50.0	50.0
472	2944	99.0	99.0	99.0	50.0	50.0	50.0
473	2946	99.0	100.0	99.0	50.0	50.0	50.0
474	2948	99.0	99.25	99.0	50.0	50.0	50.0
